Ministère;Instance;Texte(s) institutif(s);Nombre de membres;Coût de fonctionnement 2012 (k€);Coût de fonctionnement 2013 (k€);Coût de fonctionnement 2014 (k€);Nombre de réunions 2012;Nombre de réunions 2013;Nombre de réunions 2014;Justification de l’évolution des coûts de fonctionnement / Observations
Logement, égalité des territoires et ruralité;Commission interministérielle des aides à la localisation des activités;Décret n° 2007-809 du 11 mai 2007 relatif à la prime d'aménagement du territoire pour l'industrie et les services Décret n° 2007-1029 du 15 juin 2007 relatif à la prime d'aménagement du territoire pour la recherche, le développement et l'innovation Arrêté du 3 mars 2010 fixant la composition et les règles de fonctionnement de la commission interministérielle des aides à la localisation des activités, les modalités de constitution et de dépôt des dossiers de demande de prime d'aménagement du territoire, les modalités de notification des décisions, la liste des sections de la nomenclature d'activités ou de produits éligibles à la prime et la date limite de dépôt des demandes de la prime;9;165.2;132;;6;5;;
Logement, égalité des territoires et ruralité;Commission nationale de concertation;Loi n° 86-1290 du 23 décembre 1986 tendant à favoriser l'investissement locatif, l'accession à la propriété de logements sociaux et le développement de l'offre foncière Décret n° 88-274 du 18 mars 1988 portant application de l'article 41 de la loi n° 86-1290 du 23 décembre 1986 tendant à favoriser l'investissement locatif, l'accession à la propriété de logements sociaux et le développement de l'offre foncière et relatif à la commission nationale de concertation;21;0;0;0;3;1;5;
Logement, égalité des territoires et ruralité;Commission nationale de l'aménagement, de l'urbanisme et du foncier;Article L. 3211-7 et articles R. 3211-13 à R. 3211-17 du code général de la propriété des personnes publiques;22;0;0;0;;0;5;
Logement, égalité des territoires et ruralité;Commission nationale de présélection des pôles d'excellence rurale;Décret n° 2006-429 du 12 avril 2006 relatif aux pôles d'excellence rurale;36;0;0;0;0;0;0;
Logement, égalité des territoires et ruralité;Conférence de la ruralité;Loi n° 2005-157 du 23 février 2005 relative au développement des territoires ruraux Décret n° 2005-1424 du 17 novembre 2005 relatif à la composition et au fonctionnement de la conférence de la ruralité;54;0;0;;;0;;
Logement, égalité des territoires et ruralité;Conseil national de l'habitat;Articles R.* 361-1 et suivants du code de la construction et de l'habitation;74;1.21;1.3;6;3;2;7;
Logement, égalité des territoires et ruralité;Conseil national de la gestion et de la transaction immobilières;Loi n°70-9 du 2 janvier 1970 modifiée Décret n°2014-843 du 25 juillet 2014 relatif à la composition et au fonctionnement du conseil national de la transaction et de la gestion immobilières;13;;0;0;;0;6;
Logement, égalité des territoires et ruralité;Conseil scientifique du plan urbanisme construction architecture;Arrêté interministériel du 23 avril 1998 portant création du plan urbanisme construction architecture;10;0.6;0.6;0.3;2;2;1;Commission renouvelée pour une durée de 5 ans par le décret n° 2015-630 du 5 juin 2015 relatif à certaines commissions administratives à caractère consultatif relevant du ministère du logement, de l'égalité des territoires et de la ruralité
Logement, égalité des territoires et ruralité;Conseil supérieur de la construction et de l'efficacité énergétique;Décret n° 2015-328 du 23 mars 2015 portant création du conseil supérieur de la construction et de l'efficacité énergétique;31;-;-;-;-;-;-;Commission créée le 1er avril 2015
Logement, égalité des territoires et ruralité;Conseil supérieur des habitations à loyer modéré;Articles L. 461-2, R*.461-1 et R. 461-2 et suivants du code de la construction et de l'habitation;11;0;0;0;6;5;5;
Logement, égalité des territoires et ruralité;Haut comité pour le logement des personnes défavorisées;Article L. 302-9-1-1 du code de la construction et de l'habitation;18;213;32.56;29.55;9;5;10;
Logement, égalité des territoires et ruralité;Observatoire des territoires;Décret n° 2011-887 du 26 juillet 2011 portant renouvellement de l'observatoire des territoires;22;45.8;44;;2;2;;Commission maintenue pour une durée de 6 ans par le décret n° 2011-887 du 26 juillet 2011 portant renouvellement de l'Observatoire des territoires
Décentralisation et fonction publique;Comité des finances locales;Articles L. 1211-1 et suivants et R. 1211-1 et suivants du code général des collectivités territoriales;43;517.09;577.62;582.98;5;6;7;L’évolution du coût du fonctionnement du comité des finances locales tient à l’organisation de la réélection de ses membres en 2014, tous collèges confondus.
Décentralisation et fonction publique;Observatoire des finances locales;Article L. 1211-4 du code général des collectivités territoriales;8;57.77;58.85;56.54;1;1;1;
Décentralisation et fonction publique;Comité interministériel consultatif d'action sociale des administrations de l'État (CIAS) et ses 4 commissions permanentes : - logement et restauration - famille, enfance, culture, loisirs, sports, vacances et retraités - pilotage des sections régionales interministérielles d’action sociale (SRIAS) - budget;Décret n° 2006-21 du 6 janvier 2006 relatif à l'action sociale au bénéfice des personnels de l'État Arrêté du 29 juin 2006 fixant la composition et le fonctionnement du comité interministériel consultatif d'action sociale des administrations de l'État;22;40;63;66.2;25;18;29;
Décentralisation et fonction publique;Commission chargée d'apprécier l'aptitude à exercer les fonctions d'inspecteur général ou de contrôleur général;Loi n° 84-834 du 13 septembre 1984 relative à la limite d'âge dans la fonction publique et le secteur public Décret n° 94-1085 du 14 décembre 1994 relatif aux modalités de nomination au tour extérieur dans certains corps d'inspection et de contrôle de la fonction publique de l'État;6;0;0;0;8;8;11;
Décentralisation et fonction publique;Commission consultative sur l'évaluation des charges;Articles L. 1211-4-1 et R. 1212-1 et suivants du code général des collectivités territoriales;22;3.32;0;1.69;6;0;2;
Décentralisation et fonction publique;Commission d'équivalence pour les candidats titulaires d'un diplôme ou d'un titre spécifique portant sur une spécialité de formation précise;Décret n° 2007-196 du 13 février 2007 relatif aux équivalences de diplômes requises pour se présenter aux concours d'accès aux corps et cadres d'emplois de la fonction publique;5;0;0;0;12;12;15;
Décentralisation et fonction publique;Commission nationale de conciliation;Loi n°2014-58 du 27 janvier 2014 de modernisation de l'action publique territoriale et d'affirmation des métropoles. Décret n°2014-1241 du 24 octobre 2014 créant la commission nationale de conciliation prévue par l'article 81 de la loi n°2014-58 du 27 janvier 2014 de modernisation de l'action publique territoriale et d'affirmation des métropoles;19;-;-;0;-;-;0;
Décentralisation et fonction publique;Conseil commun de la fonction publique;Loi n° 83-634 du 13 juillet 1983 portant droits et obligations des fonctionnaires Décret n° 2012-148 du 30 janvier 2012 relatif au conseil commun de la fonction publique;47;40;40;37.2;;5;6;
Décentralisation et fonction publique;Conseil national d'évaluation des normes;Articles L 1212-1 et suivants et R 1213-1 et suivants du code général des collectivités territoriales;36;0;5.17;27.51;20;16;16;
Décentralisation et fonction publique;Conseil supérieur de la fonction publique de l'État;Loi n° 84-16 du 11 janvier 1984 portant dispositions statutaires relatives à la fonction publique de l'État Décret n°2012-225 du 16 février 2012 relatif au conseil supérieur de la fonction publique de l'État abrogeant le décret n° 82-450 du 28 mai 1982 relatif au conseil supérieur de la fonction publique de l'État;20;180;180;130;18;11;9;
Décentralisation et fonction publique;Conseil supérieur de la fonction publique siégeant comme commission de recours;Décret n° 2012-225 du 16 février 2012 relatif au conseil supérieur de la fonction publique de l'État;27;7;18;18;5;10;9;
Culture et communication;Comité consultatif des prêts et dépôts d'œuvres et d'objets d'art inscrits sur l'inventaire du fonds national d'art contemporain;Article D. 113-24 du code de patrimoine;12;1.4;0;0;13;10;0;
Culture et communication;Comité consultatif du musée national Fernand Léger;Décret n° 45-2075 du 31 août 1945 portant application de l'ordonnance relative à l'organisation des musées des beaux-arts;20;0;0;0;0;0;0;
Culture et communication;Comité d'experts (entreprises de production phonographique);Articles 220 octies (IV) et 220 Q du code général des impôts;5;0;0;0;6;6;6;
Culture et communication;Comité d'orientation pour le fonds stratégique pour le développement de la presse;Décret n° 2012-484 du 13 avril 2012 modifié relatif à la réforme des aides à la presse et au fonds stratégique pour le développement de la presse;17;2.4;2.4;1.8;8;8;6;
Culture et communication;Comité du patrimoine cultuel;Arrêté du 24 juin 2002 portant création d'un comité du patrimoine cultuel au ministère de la culture et de la communication;24;0;0;0;0;0;0;
Culture et communication;Commission consultative de la commande publique;Arrêté du 22 janvier 1998 portant création d'une commission consultative de la commande publique;12;3.1;1.7;0.76;3;1;1;Commission renouvelée pour 5 ans par le décret n° 2015-631 du 5 juin 2015 relatif à certaines commissions administratives à caractère consultatif relevant du ministère de la culture et de la communication
Culture et communication;Commission consultative des trésors nationaux;Articles L. 111-4 et R. 111-22 à D. 111-25 du code du patrimoine;12;5.3;2.36;0;9;8;0;
Culture et communication;Commission consultative pour l'attribution des aides à l'écriture d'œuvres musicales;Décret n°2014-677 du 24 juin 2014 relatif à l'aide à l'écriture d'œuvres musicales;27;;0;5.3;;0;1;
Culture et communication;Commission consultative pour l'attribution des aides aux projets artistiques dans les domaines des arts de la rue et des arts du cirque;Décret n° 2014-1651 du 26 décembre 2014 relatif à l'attribution des aides aux projets artistiques dans les domaines des arts de la rue et des arts du cirque;15;-;-;-;-;-;-;
Culture et communication;Commission copie privée;Articles L. 311-5, R. 311-1 et suivants et 311-8 du code de la propriété intellectuelle;25;32.72;15.4;15.36;20;0;0;Les coûts de fonctionnement comprennent uniquement la rémunération du président.
Culture et communication;Commission d'agrément relative à l'institution d'une garantie de l'État;Loi n° 93-20 du 7 janvier 1993 relative à l'institution d'une garantie de l'État pour certaines expositions temporaires d'œuvres d'art;5;0;0;0;7;6;0;
Culture et communication;Commission d'arbitrage relative à la perception de la taxe fiscale sur les spectacles;Décret n° 2004-117 du 4 février 2004 pris en application des articles 76 et 77 de la loi de finances rectificative pour 2003 définissant les catégories de spectacles et déterminant, pour l'Association pour le soutien du théâtre privé, les types d'aide et leurs critères d'attribution;8;0;0;0;1;0;1;Commission renouvelée pour 5 ans par le décret n° 2015-631 du 5 juin 2015 relatif à certaines commissions administratives à caractère consultatif relevant du ministère de la culture et de la communication
Culture et communication;Commission d'enrichissement de la langue française;Décret n° 96-602 du 3 juillet 1996 modifié relatif à l'enrichissement de la langue française Décret n° 2015-341 du 25 mars 2015 modifiant le décret n° 96-602 du 3 juillet 1996 relatif à l'enrichissement de la langue française;19;0;0;0;30;31;10;
Culture et communication;Commission d'évaluation des professeurs des écoles nationales supérieures d'art;Décret n° 2002-1520 du 23 décembre 2002 fixant les dispositions statutaires applicables au corps des professeurs des écoles nationales supérieures d'art;13;0;0;0;;0;0;
Culture et communication;Commission d'évaluation scientifique des conservateurs du patrimoine;Décret n° 2013-788 du 28 août 2013 portant statut particulier du corps des conservateurs du patrimoine;20;3;4;0;2;3;0;
Culture et communication;Commission de classification des œuvres cinématographiques;Articles R.211-29 à R.211-47 du code du cinéma et de l'image animée;83;144;154;162.9;71;77;65;Commission renouvelée pour 5 ans par le décret n° 2015-631 du 5 juin 2015 relatif à certaines commissions administratives à caractère consultatif relevant du ministère de la culture et de la communication. L'écart concernant le coût de fonctionnement entre 20013 et 2014 s'explique par un taux de présence plus important en 2014 des commissaires siégeant au sein des comités de la commission.
Culture et communication;Commission de conciliation pour le droit d'exploitation des œuvres des journalistes;Articles L. 132-44 et R. 132-18 et suivants du code de la propriété intellectuelle Décret n° 2011-126 du 28 janvier 2011 relatif aux conditions de rémunération du président de la commission prévue à l'article L. 132-44 du code de la propriété intellectuelle;13;2;3;3;4;7;7;
Culture et communication;Commission de la rémunération équitable;Articles L. 214-4 et R. 214-1 à R. 214-7 du code de la propriété intellectuelle;23;1.8;0;0;0;0;0;
Culture et communication;Commission de récolement des dépôts d' œuvres d'art;Articles D. 113-27 à D. 113-29 du code du patrimoine;17;0;5.92;5.97;0;8;9;
Culture et communication;Commission des acquisitions des musées nationaux du Moyen Age - Thermes de Cluny, de la Renaissance au château d'Ecouen, de la Céramique de Sèvres et Adrien Dubouché à Limoges;Article L. 451-1 du code du patrimoine;14;3.1;0;0;5;0;0;Fusion décidée par le CIMAP du 2 avril 2013 avec : - la commission des acquisitions du musée d'Archéologie nationale et domaine national de Saint-Germain en-Laye et du musée national de Préhistoire - la commission des acquisitions Fontainebleau, Compiègne, Malmaison, Bonaparte, Aix, Pau, 2 Victoires, de Lattre de Tassigny, Port-Royal, Magny les hameaux - et la commission des acquisitions des musées nationaux Marc Chagall à Nice, Fernand Léger à Biot et franco-américain du château de Blérancourt
Culture et communication;Commission des acquisitions des musées nationaux Marc Chagall à Nice, Fernand Léger à Biot et franco-américain du château de Blérancourt;Article L. 451-1 du code du patrimoine;11;3.1;0.23;0;1;2;0;Fusion décidée par le CIMAP du 2 avril 2013 avec : - la commission des acquisitions du musée d'Archéologie nationale et domaine national de Saint-Germain en-Laye et du musée national de Préhistoire - la commission des acquisitions des musées nationaux du Moyen Age – Thermes de Cluny, de la Renaissance au château d'Ecouen, de la céramique à Sèvres et Adrien-Dubouché à Limoges - et la commission des acquisitions de l'établissement public du château de Fontainebleau, des musées nationaux du château de Compiègne, des châteaux de Malmaison et de Bois-Préau, de la maison Bonaparte d'Ajaccio, de l'île d'Aix, du château de Pau, du musée Clemenceau et de Lattre de Tassigny à Moulleron-en-Pareds, du musée de Port-Royal-des-Champs à Magny-les-Hameaux.
Culture et communication;Commission des acquisitions du musée d'Archéologie nationale et du domaine national de Saint-Germain en Laye et du musée national de Préhistoire;Article L. 451-1 du code du patrimoine;14;0.4;0.8;0;2;3;0;Fusion décidée par le CIMAP du 2 avril 2013 avec : - la commission des acquisitions des musées nationaux du Moyen Age - Thermes de Cluny, de la Renaissance au château d'Ecouen, de la céramique à Sèvres et Adrien-Dubouché à Limoges - la commission des acquisitions de l'établissement public du château de Fontainebleau, des musées nationaux du château de Compiègne, des châteaux de Malmaison et de Bois-Préau, de la maison Bonaparte d'Ajaccio, de l'île d'Aix, du château de Pau, du musée Clemenceau et de Lattre de Tassigny à Moulleron-en-Pareds, du musée de Port-Royal-des-Champs à Magny-les-Hameaux - et la commission des acquisitions des musées nationaux Marc Chagall à Nice, Fernand Léger à Biot et franco-américain du château de Blérancourt.
Culture et communication;Commission des acquisitions Fontainebleau, Compiègne, Malmaison, Bonaparte, Aix, Pau, 2 Victoires, de Lattre de Tassigny, Port-Royal, Magny les Hameaux;Article L. 451-1 du code du patrimoine;14;0.7;1.7;0;5;5;0;Fusion décidée par le CIMAP du 2 avril 2013 avec : - la commission des acquisitions du musée d'Archéologie nationale et domaine national de Saint-Germain en-Laye et du musée national de Préhistoire - la commission des acquisitions des musées nationaux du Moyen Age – Thermes de Cluny, de la Renaissance au château d'Ecouen, de la céramique à Sèvres et Adrien-Dubouché à Limoges - et la commission des acquisitions des musées nationaux Marc Chagall à Nice, Fernand Léger à Biot et franco-américain du château de Blérancourt
Culture et communication;Commission des droits des artistes-interprètes et des producteurs pour la réalisation d'une œuvre audiovisuelle;Articles L. 212-9 et R. 212-1 et suivants du code de la propriété intellectuelle;25;0;0;0;0;0;0;
Culture et communication;Commission du fonds de soutien à l'expression radiophonique locale;Décret n° 2006-1067 du 25 août 2006 pris pour l'application de l'article 80 de la loi n° 86-1067 du 30 septembre 1986 relative à la liberté de communication;11;5.57;5.65;6.86;13;15;11;
Culture et communication;Commission du fonds national pour l'archéologie préventive;Article L. 524-14 du code du patrimoine Articles R. 524-11 à R. 524-15 du code du patrimoine;18;0;0;0;;0;0;
Culture et communication;Commission interministérielle d’agrément pour la conservation du patrimoine artistique national (dite commission des dations);Article 310 G (II) Annexe II au code général des impôts;5;0.5;0.63;0;4;4;0;Commission renouvelée pour 5 ans par le décret n° 2015-631 du 5 juin 2015 relatif à certaines commissions administratives à caractère consultatif relevant du ministère de la culture et de la communication
Culture et communication;Commission nationale culture handicap;Arrêté du 1er février 2001 portant création de la commission nationale culture-handicap;26;1;3;0;;1;0;Commission renouvelée pour 5 ans par le décret n° 2015-631 du 5 juin 2015 relatif à certaines commissions administratives à caractère consultatif relevant du ministère de la culture et de la communication
Culture et communication;Commission nationale d'évaluation (qualifications requises pour exercer les activités scientifiques d'un musée de France);Articles R.442-5 à R.442-9 du code du patrimoine;13;0;0;0;0;1;0;Commission renouvelée pour une année par le décret n° 2015-631 du 5 juin 2015 relatif à certaines commissions administratives à caractère consultatif relevant du ministère de la culture et de la communication
Culture et communication;Commission nationale d'habilitation des établissements d'enseignement supérieur habilités dans les domaines de la musique, de la danse, du théâtre et des arts du cirque;Décret n° 2007-1678 du 27 novembre 2007 relatif aux diplômes nationaux supérieurs professionnels délivrés par les établissements d'enseignement supérieur habilités par le ministre chargé de la culture dans les domaines de la musique, de la danse, du théâtre et des arts du cirque et à la procédure d'habilitation de ces établissements;29;;;;;;;
Culture et communication;Commission nationale de reconnaissance des qualifications professionnelles d'architecte;Loi n° 77-2 du 3 janvier 1977 sur l'architecture Décret n° 2009-1490 du 2 décembre 2009 relatif à la reconnaissance des qualifications professionnelles pour l'exercice de la profession d'architecte;15;0;0.4;0;0;1;0;
Culture et communication;Commission nationale des centres culturels de rencontre;Arrêté du 5 juillet 1996 portant création d'une Commission nationale des centres culturels de rencontre;17;0;1;0;;4;0;Commission renouvelée pour 5 ans par le décret n° 2015-631 du 5 juin 2015 relatif à certaines commissions administratives à caractère consultatif relevant du ministère de la culture et de la communication
Culture et communication;Commission nationale des monuments historiques;Article L. 611-1 et R. 611-1 à R. 611-16 du code du patrimoine;150;20.65;26.72;0;31;25;0;
Culture et communication;Commission nationale des secteurs sauvegardés;Articles R. 313-18 et suivants du code de l'urbanisme;23;0.3;0;0;1;4;0;
Culture et communication;Commission paritaire des publications et agences de presse;Décret n° 97-1065 modifié du 20 novembre 1997 relatif à la commission paritaire des publications et agences de presse;30;7.8;7.8;0;33;32;0;
Culture et communication;Commission professionnelle consultative du spectacle vivant;Arrêté du 19 juin 2006 portant création de la commission professionnelle consultative du spectacle vivant;31;0.3;0;10;1;3;3;
Culture et communication;Commission relative aux demandes de changement d'affectation des salles de spectacles;Arrêté du 18 avril 1947 portant création d'une commission chargée de donner un avis sur les demandes de changement d'affectation des salles de spectacle;12;0;0;0;0;2;1;Commission renouvelée pour 5 ans par le décret n° 2015-631 du 5 juin 2015 relatif à certaines commissions administratives à caractère consultatif relevant du ministère de la culture et de la communication
Culture et communication;Commission scientifique d'habilitation des restaurateurs;Article L. 452-1 du code du patrimoine Articles R. 452-10 1° et R. 452-11 du code du patrimoine;11;0;0;0;0;0;0;
Culture et communication;Commission scientifique des musées nationaux réunie en commission des prêts et dépôts;Article D. 422-4 du code du patrimoine;15;0;0;0;13;10;0;
Culture et communication;Commission scientifique nationale des musées de France;Article D. 451-1 à D. 451-6 du code du patrimoine;35;0;0;0;1;1;0;
Culture et communication;Commission scientifique nationale des collections;Articles L. 115-1 et L. 115-2 du code du patrimoine Articles R.115-1 à R.115-4 du code du patrimoine;88;0;0;0;0;1;0;
Culture et communication;Conseil artistique des musées nationaux;Articles L. 451-1, R. 422-5 et D. 422-6 et suivants du code du patrimoine;23;4.7;3.5;0;8;8;0;
Culture et communication;Conseil des Arts et Lettres;Décret n° 57-549 du 2 mai 1957 portant institution de l'ordre des Arts et des Lettres;16;0;0;0;3;3;3;
Culture et communication;Conseil national de l'inventaire général du patrimoine culturel;Articles D. 144-1 à D. 144-5 du code du patrimoine;15;0.34;0;0;5;4;0;Commission renouvelée pour 5 ans par le décret n° 2015-631 du 5 juin 2015 relatif à certaines commissions administratives à caractère consultatif relevant du ministère de la culture et de la communication
Culture et communication;Conseil national de la recherche archéologique;Articles R. 545-1 et suivants du code du patrimoine;32;18.52;21.27;0;7;6;0;
Culture et communication;Conseil national des parcs et jardins;Décret n° 2003-447 du 19 mai 2003 portant création du conseil national des parcs et jardins;29;0;0;0;2;1;0;
Culture et communication;Conseil national des professions du spectacle;Décret n° 2013-353 du 25 avril 2013 relatif au conseil national des professions de spectacle;90;0;0;0;1;2;1;
Culture et communication;Conseil national des villes et pays d'art et d'histoire;Arrêté du 5 mai 1995 portant création d'un conseil national des villes et pays d'art et d'histoire;13;0.86;1;0;2;2;0;Commission renouvelée pour 5 ans par le décret n° 2015-631 du 5 juin 2015 relatif à certaines commissions administratives à caractère consultatif relevant du ministère de la culture et de la communication
Culture et communication;Conseil scientifique de la grotte de Lascaux;Arrêté du 15 février 2010 portant création du conseil scientifique de la grotte de Lascaux;14;38.16;26.9;0;4;3;0;
Culture et communication;Conseil scientifique du laboratoire de recherche des monuments historiques;Arrêté du 4 janvier 2000 érigeant le laboratoire de recherche des monuments historiques en service à compétence nationale;22;0;0.8;0;0;1;0;
Culture et communication;Conseil supérieur de la propriété littéraire et artistique;Arrêté du 10 juillet 2000 portant création du conseil supérieur de la propriété littéraire et artistique;58;81;54;79.8;42;61;85;Le coût de fonctionnement comprend la rémunération de l’ensemble des présidents et rapporteurs des missions et commissions œuvrant sur ces sujets.
Culture et communication;Conseil supérieur des archives;Article L. 211-2-1 du code du patrimoine;35;0;0;0;0;1;0;
Culture et communication;Haut comité des commémorations nationales;Arrêté du 23 septembre 1998 modifié portant création d'un haut comité des commémorations nationales auprès du ministre chargé de la culture;12;0;0;0;0;3;0;Commission renouvelée pour 5 ans par le décret n° 2015-631 du 5 juin 2015 relatif à certaines commissions administratives à caractère consultatif relevant du ministère de la culture et de la communication
Culture et communication;Haut conseil des musées de France;Articles L. 430-1 et L. 430-2 du code du patrimoine;23;0.3;0;0;1;0;0;
Ville, jeunesse et sports;Comité consultatif du fonds pour le développement de la vie associative;Décret n° 2011-2121 du 30 décembre 2011 relatif au fonds pour le développement de la vie associative;25;0.65;0.88;1.41;5;3;3;
Ville, jeunesse et sports;Comité des médaillés de la jeunesse, des sports et de l'engagement associatif;Décret n° 69-942 du 14 octobre 1969 relatif au mérite sportif et à la médaille d'honneur de la jeunesse et des sports Arrêté du 5 janvier 1982 fixant la composition du comité;26;0;0;0;2;2;2;Commission renouvelée pour une durée de 5 ans par le décret n°2015-634 du 5 juin 2015 renouvelant certaines commissions administratives à caractère consultatif relevant du ministère de la ville, de la jeunesse et des sports.
Ville, jeunesse et sports;Commission de reconnaissance des qualifications;Articles R. 212-84, D. 212-84-1 et A. 212-175-10 du code du sport;9;8;0;1;12;0;12;Commission renouvelée pour une durée de 5 ans par le décret n° 2014-1452 du 4 décembre 2014 portant renouvellement de la commission de reconnaissance des qualifications prévue à l'article R. 212-84 du code du sport.
Ville, jeunesse et sports;Commission nationale d'agrément (Conseil national de l'éducation populaire et de la jeunesse);Décret n° 2002-570 du 22 avril 2002 relatif au conseil national de l'éducation populaire et de la jeunesse;12;0.22;0.14;0.12;8;5;6;Commission renouvelée pour une durée de 5 ans par le décret n°2015-634 du 5 juin 2015 renouvelant certaines commissions administratives à caractère consultatif relevant du ministère de la ville, de la jeunesse et des sports.
Ville, jeunesse et sports;Commission nationale d'habilitation pour dispenser la formation aux brevets d'aptitude aux fonctions d'animateur et de directeur de centres de vacances et de loisirs (conseil national de l'éducation populaire et de la jeunesse);Décret n° 2002-570 du 22 avril 2002 relatif au conseil national de l'éducation populaire et de la jeunesse;24;0;0;0.15;2;0;1;
Ville, jeunesse et sports;Commission nationale de sécurité des enceintes sportives;Articles R. 312-22 et suivants du code du sport;13;0;0;0;4;3;5;Commission renouvelée pour une durée de 5 ans par le décret n° 2015-255 du 3 mars 2015 relatif au renouvellement de la commission nationale de sécurité des enceintes sportives.
Ville, jeunesse et sports;Commission professionnelle consultative des métiers du sport et de l'animation;Articles D. 142-33 à D. 142-38 et A. 142-20 à A. 142-32 du code du sport;41;9.6;5;4;6;3;2;Commission renouvelée pour une durée de 5 ans par le décret n° 2013-602 du 8 juillet 2013 portant renouvellement de la commission professionnelle consultative des «métiers du sport et de l'animation ».
Ville, jeunesse et sports;Conseil national de l'éducation populaire et de la jeunesse;Loi n° 2001-624 du 17 juillet 2001 portant diverses dispositions d'ordre social, éducatif et culturel Décret n° 2002-570 du 22 avril 2002 relatif au conseil national de l'éducation populaire et de la jeunesse Arrêté du 14 octobre 2011 portant nomination à l'assemblée plénière du conseil national de l'éducation populaire et de la jeunesse;72;0;2.3;2.3;0;1;1;
Ville, jeunesse et sports;Conseil national du sport;Articles R. 142-1 à R. 142-15 du code du sport;61;0;12.1;9.9;-;13;13;
Ville, jeunesse et sports;Conseil supérieur des sports de montagne;Articles D. 142-26 et suivants du code du sport;43;48;48;48;7;0;11;Commission renouvelée pour une durée d’un an par le décret n° 2015-634 du 5 juin 2015 renouvelant certaines commissions administratives à caractère consultatif relevant du ministère de la ville, de la jeunesse et des sports
Ville, jeunesse et sports;Observatoire national de la politique de la ville (ex-Observatoire national des zones urbaines sensibles);Loi n° 2014-173 du 21 février 2014 de programmation pour la ville et la cohésion urbaine Décret n° 2015-77 du 27 janvier 2015 relatif aux instances en charge de la politique de la ville;40;1873;1840;1400;9;4;1;
Outre-mer;Comité pour la mémoire et l'histoire de l'esclavage;Loi n° 83-550 du 30 juin 1983 relative à la commémoration de l'abolition de l'esclavage Décret n° 2009-506 du 6 mai 2009 relatif au comité pour la mémoire et l'histoire de l'esclavage;12;39.8;41.27;39;6;7;6;
Outre-mer;Commission nationale d'évaluation des politiques de l'État outre-mer;Loi n° 2009-594 du 27 mai 2009 pour le développement économique des outre-mer Décret n° 2010-1048 du 1er septembre 2010 relatif à la commission nationale d'évaluation des politiques de l'État outre-mer;39;0;14.77;4.86;0;5;3;
Outre-mer;Conseil du service militaire adapté;Décret n° 2011-834 du 12 juillet 2011 portant création du conseil du service militaire adapté;20;0.15;0;0;1;0;0;
Banque de France;Comité de la médiation bancaire;Articles L. 615-2, R. 615-9 à R. 615-12 du code monétaire et financier;5;3.5;3.8;4.2;2;1;1;L'évolution du coût de fonctionnement de 10 % tient pour l'essentiel au coût de l’édition du rapport d‘activité dont le support a été amélioré en 2014.
Banque de France;Observatoire de la sécurité des cartes de paiement;"Articles L. 141-4, R. 141-1 et R. 141-2 ; R. 142-22 à R. 142-27 du code monétaire et financier";35;16.4;2.8;1.4;3;3;3;
